"","day","mo","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS"
"1949",6,10,62,54.1,1017,10,11.3,17.1,22,68,54,0,0,2.23245505407411
"1950",1,10,63.3,63.3,1016.6,1.4,7.1,20,27,68,57,0.71,1,-1.02735785632935
"1951",5,10,67.2,65.9,1009.6,4.1,8.9,20,25.1,72,64,0,1,1.41500961476805
"1952",4,10,66.2,64.9,1021.4,3.9,9.1,13,16.9,72,57.9,0,1,1.08603766968146
"1953",2,10,64.5,59,1013.4,8.4,10,17.1,22.23,72,60.1,0,0,-0.140130489277645
"1954",6,10,63.1,60.6,999.7,5.2,14.8,31.1,42,72,54,1.46,0,2.30223698181975
"1955",7,10,61.3,57.7,1018,9.6,4.2,8,10.4,72,54,0.13,0,-1.01738900950855
"1956",3,10,57.7,44.2,1014.3,10,18.1,24.1,29.9,73,53.1,0.04,0,0.966411507831789
"1957",2,10,65.7,62.3,1017.4,8.5,11.9,15,20,73,53.1,0,0,0.188841455808943
"1958",3,10,61.3,58,1022.2,9.3,12.1,18.1,22.9,73,57.9,0.18,0,-0.758198992167599
"1959",3,10,61.5,51.6,1019.7,8.7,12.2,18.1,24.1,73,52,0.47,0,-0.249787804306508
"1960",3,10,68.8,65.6,1015,5.9,11,21,28.9,77,63,0.31,1,1.6841684789298
"1961",4,10,62.1,58.7,1019.7,10,6.9,13,16.9,77,55.9,0,0,0.288529924017
"1962",3,10,46.7,36.2,1034.1,10,5.9,8.9,11.57,57,36,0,0,0.318436464479418
"1963",2,10,54.1,43.8,1016.8,8,24.8,36.9,49,57,51.8,3.76,0,-0.598697443034708
"1964",5,10,54.5,51.8,1018.5,4.9,28.8,34,47,57,53.6,0.72,0,0.158934915346526
"1965",5,10,48.4,34.5,1007.5,9.9,10.8,15.9,27,57,43,0.36,0,0.328405311300223
"1966",1,10,53.3,43.7,1022.4,10,9.2,14,21,59,44.1,0.78,0,-1.25664133320788
"1967",4,10,48.8,41.3,1012.4,10,13.2,20,29.9,59,44.1,0.03,0,1.19569498471032
"1968",7,10,51,44.8,1015.3,8.8,15.8,26,38.1,59,46,0.01,0,0.14896606852572
"1969",6,10,49.2,33.4,1022.9,10,13.7,21,31.1,59,39.9,0,0,1.87357656852511
"1970",7,10,50,45.3,1015.4,5.7,16,28,40,59,33.1,0.2,0,1.57451116390094
"1971",3,10,51.5,43.7,1019.6,9.9,8,15,19.5,59,36,0.01,0,0.816878805519703
"1972",6,10,51.8,46.3,1015.4,7.7,18.6,27,38.1,59,39.9,0.78,0,1.98323388355397
"1973",1,10,49.3,44.1,1018.2,10,3.9,9.9,12.87,59,39,0,0,-0.987482469046131
"1974",2,10,49,32.4,1016.2,10,11.8,18.1,27,59,41,0,0,-0.0803174083528109
"1975",2,10,54.1,40.5,1010,10,12,17.1,24.1,61,48.9,0,0,0.42809377950828
"1976",5,10,59.9,56.3,1016.6,9.4,17.6,22,28.9,61,57.2,1.08,0,-0.409289353439399
"1977",6,10,51.3,43.6,1014.8,10,7.9,15,21,61,42.1,0,0,0.687283796849229
"1978",4,10,53.8,46.9,1030.4,9.3,13.2,22.9,31.1,61,36,0,0,0.896629580086149
"1979",3,10,49.1,29.5,1017.6,10,14.1,19,28,61,45,0,0,-0.329538578872954
"1980",2,10,54.9,48.9,1008.4,9.8,11.7,20,28,61,51.1,0,0,0.966411507831789
"1981",3,10,56.3,52.8,1018.7,7.9,11.5,15,22,61,53.1,0.11,0,-0.369413966156177
"1982",1,10,56.8,52.7,1007.4,6.9,13.4,19,27,61,44.1,0.99,0,-0.429227047081011
"1983",7,10,59.5,53.2,1008.6,9,16.1,24.1,33,61,57.2,0.01,0,0.298498770837806
"1984",6,10,58.5,54,1016.5,9.2,13.1,18.1,24.1,61,57,0.01,0,1.19569498471032
"1985",5,10,55.3,47.3,1019.7,10,12.5,18.1,24.1,61,53.1,0.09,0,0.906598426906955
"1986",7,10,56.2,54.1,1011.6,6.7,19.9,28,36.9,61,55,0.12,0,-0.967544775404519
"1987",7,10,48.9,37.4,1020.4,10,5.7,11.1,17.1,61,35.1,0,0,-2.41302756442135
"1988",2,10,57.5,41.6,1009.5,9.9,12.5,20,27,61,50,0.07,0,-0.259756651127314
"1989",6,10,57.4,51.3,1015.5,9.4,14.6,25.1,35,63,52,0.08,0,1.08603766968146
"1990",4,10,55.6,40.7,1013.4,10,13.3,22.9,29.9,63,46.9,0.1,0,0.996318048294206
"1991",4,10,62.4,60.6,1014.5,7.1,13.2,15.9,20,63,60.8,0.24,0,-0.399320506618594
"1992",4,10,52.8,46.7,1028.3,10,5.2,8.9,11.57,63,42.1,0,0,-1.00742016268774
"1993",7,10,51.5,38.3,1027.1,10,9.4,17.1,26,63,48,0,0,-0.798074379450822
"1994",6,10,56.4,49.4,1030.6,10,10.9,17.1,22,63,51.1,0.01,0,0.587595328641172
"1995",4,10,57.5,55.4,1017.7,6.2,9.3,14,18.2,63,44.1,0.01,0,-0.508977821647457
"1996",3,10,53.9,47.3,1023.8,10,6.3,12,15.6,63,41,0.01,0,0.158934915346526
"1997",1,10,55.5,46.8,1025.7,10,7.9,11.1,14.43,63,48,0.08,0,-0.279694344768925
"1998",7,10,51.9,37.9,1027.7,10,12.2,22.9,32.1,63,42.1,0.04,0,-0.419258200260205
"1999",5,10,59.4,57.4,1011.5,7.9,6.1,11.1,14.43,63,55,0.01,0,-0.249787804306508
"2000",7,10,55.1,51.2,1019,10,6.7,13,16.9,63,42.1,0,0,0.158934915346526
"2001",5,10,45.6,23.6,1019.5,10,16.3,24.1,35.9,63,41,0,0,1.35519653384321
"2002",6,10,60.1,47.3,1013.5,9.8,11.7,15.9,32.1,66,52,0,0,0.767034571415675
"2003",2,10,60.4,52,997.1,6.9,27.3,42,55.9,66,53.1,1.61,0,2.32217467546137
"2004",2,10,60.5,56.1,1016.2,9.9,4.4,9.9,12.87,66,57,0,0,-1.08717093725419
"2005",5,10,59.8,51.9,1018.1,10,8.2,15.9,20,66,51.1,0,0,0.667346103207618
"2006",4,10,59.3,56.1,1029.6,10,12.4,19,24.7,66,46,0,0,1.11594421014387
"2007",5,10,63.2,60.9,1005.5,3.5,17.6,24.1,35.9,66,46.9,0.54,1,1.67419963210899
"2008",4,10,61.9,59,1013.1,8,9.8,14,18.2,66,57.9,0,0,-0.429227047081011
"2009",4,10,57,50.5,1014.1,10,5.4,9.9,12.87,66,48.9,0,0,0.687283796849229
"2010",1,10,55.2,47.6,1023.1,10,9.3,19,24.7,66,39.9,0,0,-0.957575928583714
"2011",2,10,58,51.4,1026.8,10,9.3,15,19.5,66,48,0,0,1.39507192112643
"2012",6,10,59,44,1017.8,10,8.9,15.9,17.1,66,48.9,0,0,-0.578759749393096
"2013",5,10,57.3,50.9,1025.6,10,5.8,8.9,11.57,66,48.9,0,0,1.64429309164658
"2014",3,10,60.5,54.2,1023.5,9.7,12.4,20,27,66,55.9,0.01,0,-0.758198992167599
"2015",5,10,56.1,45,1012.9,9.4,8.9,15.9,22.9,66,51.1,0,0,0.268592230375389
"2016",7,10,52.7,39.6,1015.4,10,8.2,18.1,22.9,66,41,0.07,0,-0.339507425693759
"2017",6,10,57.4,41.6,1008.2,10,11.1,17.1,25.1,66,51.1,0.4,0,0.886660733265343
"2018",3,10,58.2,45.6,1022.8,9.7,21.3,26,34,66,39.9,0,0,1.14585075060629
"2019",3,10,63.1,59,1027.5,10,8.6,11.1,14.43,70,57,0,0,0.288529924017
"2020",5,10,60.5,55.7,1022.9,8.8,9.7,18.1,24.1,70,52,0,1,0.667346103207618
"2021",4,10,65.2,60.4,1012.5,9.4,12.3,31.1,44.1,70,60.1,0.07,1,0.398187239045863
"2022",7,10,61.3,58.9,993.1,3.5,12.2,27,36.9,70,50,0.01,1,0.298498770837806
"2023",6,10,63.2,59.7,1006.5,7.9,9.7,17.1,19,70,60.1,1.04,0,0.487906860433115
"2024",2,10,62,56.1,1026.4,10,5.4,12,15.6,70,51.1,0,0,-0.160068182919257
"2025",4,10,64.9,62.1,1021,9.9,9.5,12,15.6,70,61,0.01,0,-0.239818957485702
"2026",6,10,64.6,62.1,1010.7,6,12.9,18.1,24.1,70,52,0.01,1,2.51158276505667
"2027",3,10,62.1,51.8,1012.9,10,8,15,19.5,70,53.1,0,0,0.168903762167332
"2028",6,10,64.9,64.2,1018.2,7.4,7.6,15,19.5,70,61,0.18,1,0.49787570725392
"2029",7,10,58.7,55.5,1020.5,8.5,7.7,14,18.2,70,44.1,0,1,0.338374158121029
"2030",6,10,55.6,49.7,1025.3,6.9,2.7,8,10.4,70,44.1,0,1,1.54460462343852
"2031",4,10,62.7,52.4,1024.6,9.9,8.7,15,19.5,70,52,0,0,1.20566383153113
"2032",5,10,60.8,45.9,1013.8,9.7,12.6,21,26,70,48.9,0.39,0,-0.997451315866936
"2033",3,10,47.5,34.1,1027.6,10,6.8,15,20,57.9,36,0,0,0.00940221303444051
"2034",1,10,52.8,37.7,1020.7,10,8.9,13,18.1,57.9,46.9,0.04,0,-0.827980919913239
"2035",1,10,54.3,38.7,1012.5,10,13.8,26,35.9,57.9,50,0.01,0,-0.867856307196462
"2036",7,10,49,32.9,1020.1,10,13.7,25.1,34,57.9,32,0,0,0.268592230375389
"2037",7,10,55.5,50.4,1026,7.9,22.1,27,38.1,57.9,53.6,1.01,0,-0.429227047081011
"2038",4,10,46.8,38.6,1025.8,10,5.2,11.1,14.43,57.9,34,0,0,-0.409289353439399
"2039",2,10,50.7,33,1020.4,10,10.3,21,27,57.9,36,0,0,0.208779149450555
"2040",4,10,65.1,65,1009.4,4.9,17.1,24.1,35,69.1,60.1,0.06,0,0.487906860433115
"2041",5,10,60,57.1,1017.6,9.6,5.7,13,16.9,69.1,55.9,0.04,0,1.17575729106871
"2042",1,10,64.4,59.6,1022.3,8,8.6,13,16.9,69.1,46,0,0,-0.698385911242765
"2043",1,10,62.2,59.7,1013.8,6.4,13.8,36.9,48,69.1,46.9,0,0,-1.18685940546224
"2044",5,10,63.7,62.6,1019.9,8.4,15.8,21,25.1,69.1,54,0,0,0.577626481820366
"2045",3,10,57.1,44.8,1015.2,8.6,15.5,26,39,69.1,43,0.18,0,0.886660733265343
"2046",3,10,64.3,63.4,1018.6,8.7,14.7,18.1,23.53,69.1,53.1,0,0,0.856754192802926
"2047",3,10,63,57,1021.1,10,11.5,14,19,69.1,45,0,0,0.208779149450555
"2048",2,10,60.7,55.7,1029.4,8.8,10.5,15,19,69.1,57.9,0,0,-0.977513622225325
"2049",1,10,61.1,52.4,1010.9,9.3,11,15.9,22.9,69.1,46.9,0,0,-0.419258200260205
"2050",4,10,57,55.4,1010.3,6.1,12.8,21,28.9,60.8,51.8,0.23,0,1.08603766968146
"2051",3,10,57.7,52.3,1015.5,9.3,10.5,15.9,21,60.8,53.1,0,0,0.0791841407800805
"2052",4,10,67.6,64,1009.7,8.9,13.4,17.1,25.1,78.1,53.1,0,0,0.886660733265343
"2053",2,10,66.9,61.7,1023.9,10,12.9,15.9,20.67,71.1,64.9,0,0,-0.239818957485702
"2054",6,10,62.8,57.5,1017.7,9.3,5.2,8.9,11.57,71.1,53.6,0.01,1,0.587595328641172
"2055",1,10,65.8,65.6,1017.4,9.2,12.8,15.9,20.67,71.1,61,0,0,-0.778136685809211
"2056",4,10,64.4,62.3,1017,7.7,9.4,19,24.7,71.1,59,0.71,0,1.78385694713786
"2057",2,10,66.3,66.2,1016.5,6.2,10.5,18.1,24.1,71.1,64,0.02,0,-0.528915515289068
"2058",4,10,65.6,62.5,1013.9,6.4,11.2,15,19.5,71.1,59,0,0,0.767034571415675
"2059",3,10,64.7,62.1,1022.8,9.5,6.6,11.1,14.43,71.1,52,0,0,0.138997221704915
"2060",5,10,60.4,54.3,1021.3,9.1,10.5,19,24.1,71.1,52,0,1,0.627470715924395
"2061",7,10,63.8,63.5,1021.1,3.9,5.7,9.9,12.87,71.1,61,0,1,-0.289663191589731
"2062",2,10,56,52.3,1016.4,8.3,17.1,25.1,36.9,64.4,53.1,1.67,1,0.0791841407800805
"2063",3,10,59.4,51.7,1015.3,10,10.5,15,22.9,64.4,51.1,0,0,0.318436464479418
"2064",2,10,57.1,51.9,1021.9,9.1,9.8,18.1,22.9,64.9,43,0,0,0.926536120548566
"2065",1,10,57.6,53.3,1016.5,9.6,6,13,16.9,64.9,50,0.02,0,-1.57564443147367
"2066",6,10,60.6,56.6,1018.4,10,13.3,19,26,64.9,55,0,0,0.21874799627136
"2067",5,10,58.4,52.6,1024.3,10,11.6,15,22,64.9,54,0,0,-0.399320506618594
"2068",5,10,62.5,60.2,1017.7,5.4,13.1,18.1,24.1,64.9,53.1,0.7,0,0.168903762167332
"2069",1,10,59.6,50.4,1006.5,9.6,11,17.1,25.1,64.9,51.1,0.08,0,-0.937638234942102
"2070",7,10,62,60.2,1021.1,1.7,14,19,28,64.9,59,1.63,1,-0.180005876560868
"2071",7,10,58.6,53.4,1021.7,10,13.2,22,31.1,64.9,54,0,0,-0.429227047081011
"2072",1,10,52,46.1,1029.5,10,7.2,15.9,20.67,64.9,37,0,0,-1.6354575123985
"2073",1,10,61.3,59.2,1017.8,4.4,9,12,15.6,64.9,59,1.22,1,-1.12704632453741
"2074",4,10,56.4,44.3,1027.9,10,11.6,22,26,64.9,51.1,0.03,0,-0.698385911242765
"2075",1,10,59.1,54.8,1021.1,6.9,7.2,14,22,64.9,53.1,0,1,-1.94449176384348
"2076",3,10,54.3,48,1017.5,9.9,6.1,9.9,12.87,64.9,39.9,0,0,-0.279694344768925
"2077",4,10,63.8,57.7,1004.5,9,11.2,17.1,22.23,73.9,60.1,0.03,0,0.587595328641172
"2078",3,10,64.4,61.2,1003.5,6.5,8.3,12,15.6,73.9,50,0.18,1,1.24553921881435
"2079",5,10,59.7,55.3,1015.2,8.1,21.4,28,36.9,73.9,57,1.26,0,0.836816499161315
"2080",3,10,63.8,61.6,1014.1,4.6,6.8,14,18.2,73.9,59,0,1,-0.0902862551736166
"2081",4,10,64.8,58.1,1012.1,9.3,8.7,17.1,19,73.9,53.1,0.01,1,0.477938013612309
"2082",6,10,55.5,53.4,1015.1,3.6,26.1,33,41,57.2,53.6,2.71,0,0.0692152939592748
"2083",6,10,56,53.3,1020.6,4.1,22.5,27,38.1,57.2,55,1.07,0,1.98323388355397
"2084",4,10,52.5,44.6,1005.8,9.8,7.9,12,15.6,66.9,48,0,0,-0.409289353439399
"2085",2,10,57.7,55.9,1015.7,7.1,6.5,12,15.6,66.9,48,0.25,1,-1.9843671511267
"2086",3,10,59.1,52.4,1012.5,10,6.1,8.9,11.57,66.9,39.9,0,0,-0.588728596213902
"2087",7,10,55.5,46.3,1023,10,6,9.9,12.87,66.9,46,0,0,-0.548853208930679
"2088",4,10,56.7,49,1024.8,10,10.1,15.9,20,66.9,41,0,0,1.37513422748482
"2089",5,10,60.1,59.6,1002.6,7.8,11.3,24.1,31.1,66.9,55,1.86,0,0.587595328641172
"2090",4,10,56.9,53.6,1022.1,7.8,19.5,26,39,66.9,55,0.17,0,-2.1538375470804
"2091",3,10,51.1,39,1022.8,10,12.1,21,26,66.9,41,0,0,1.36516538066402
"2092",6,10,56.2,43,1019.2,10,15.4,21,31.1,66.9,48.9,0.01,0,1.42497846158885
"2093",6,10,62.2,57,1017.9,9.8,14.7,25.1,29.9,66.9,55.9,0,0,1.96329618991236
"2094",7,10,62.4,62,1026.6,6.7,5.5,8.9,11.57,66.9,52,0,0,-0.319569732052148
"2095",5,10,59.7,58.3,1023.8,10,9.3,14,18.2,66.9,48.9,0,0,1.66423078528819
"2096",1,10,60.6,59.2,1028.8,10,6.9,8.9,11.57,66.9,46.9,0,0,-0.708354758063571
"2097",3,10,59.4,53.9,1020.6,10,8.4,14,18.2,66.9,48,0,0,-1.44604942280319
"2098",6,10,55.9,45.7,1022.4,10,14.2,21,27,66.9,48,0,0,1.67419963210899
"2099",3,10,56.7,48.8,1018.2,10,8.9,15,21,66.9,48.9,0.25,0,-0.499008974826651
"2100",5,10,59.6,56.6,1020.1,9.9,7.3,11.1,14.43,66.9,42.1,0,0,1.57451116390094
"2101",3,10,63.2,58.4,1025.4,10,8.2,9.9,12.87,66.9,59,0,0,0.976380354652595
"2102",5,10,65.8,56.3,1016.4,10,6.5,8.9,11.57,75.9,59,0,0,-0.0902862551736166
"2103",3,10,55.1,49.4,1026.8,9.9,7.7,9.9,12.87,60.1,52,0,0,0.398187239045863
"2104",3,10,47.9,35.4,1013.2,10,9.8,15.9,26,60.1,45,0.1,0,1.21563267835193
"2105",3,10,54.3,42.2,1029,10,10.1,15,20,60.1,46.9,0.03,0,1.39507192112643
"2106",4,10,51.5,46,1015.6,9.9,9.3,18.1,27,60.1,39,0,0,0.587595328641172
"2107",1,10,46.1,28,1020.6,10,13.7,19,25.1,60.1,41,0,0,-0.479071281185039
"2108",7,10,50.5,38.8,1029.1,10,6.2,9.9,12.87,60.1,41,0,0,0.418124932687475
"2109",2,10,55.2,52,1016.7,9.5,13.5,20,28,60.1,39,0.2,0,-0.399320506618594
"2110",1,10,56.2,46.7,1026.5,10,19.2,22.9,33,60.1,53.1,0.04,0,-0.628603983497125
"2111",7,10,50.5,39.4,1014.9,10,10.9,15,22,60.1,46,0,0,-0.130161642456839
"2112",7,10,52.9,48.1,1019,8.1,8.1,17.1,20,62.1,50,0.15,0,-0.528915515289068
"2113",2,10,50.9,43.2,1027.7,10,4.2,9.9,12.87,62.1,39,0,0,-1.47595596326561
"2114",2,10,52.3,39.8,1026,10,12.9,22.9,29.9,62.1,41,0,0,0.9863492014734
"2115",1,10,58.3,47.4,1010.3,10,9.4,15.9,21,62.1,46.9,0.05,0,-1.08717093725419
"2116",5,10,54.8,50.9,1021.4,9.1,6,12,15.6,62.1,34,0,0,0.158934915346526
"2117",2,10,51.5,44,1027,10,4.6,8.9,11.57,62.1,41,0,0,-1.58561327829447
"2118",1,10,57.6,45.4,999.7,10,13.1,18.1,28.9,62.1,45,0.04,0,-0.837949766734045
"2119",7,10,54.7,45.9,1006,10,10.7,19,22.9,62.1,45,0,0,-0.837949766734045
"2120",1,10,48.5,41.4,1004.7,9.1,11.8,27,35.9,62.1,42.1,0.2,0,-0.0603797147111995
"2121",1,10,57,51.7,1020.6,9.7,6.9,13,16.9,62.1,48.9,0,0,-0.768167838988405
"2122",4,10,58.7,53.2,1026.1,10,12.9,17.1,20,62.1,55.4,0,0,0.956442661010983
"2123",3,10,54.1,47.5,1035.7,10,6,11.1,14.43,62.1,46,0,0,0.876691886444537
"2124",1,10,53.4,47.2,1022.7,7.6,14.3,27,38.1,62.6,44.1,0,0,-1.31645441413272
"2125",5,10,45.3,32.4,1015.5,10,14.2,20,28.9,53.1,42.1,0,0,1.63432424482577
"2126",4,10,44.7,28.1,1025.3,10,14.9,19,27,53.1,41,0,0,1.06609997603985
"2127",2,11,27,4.4,1025.3,10,15.4,27,39,36,23,0,0,1.10597536332307
"2128",7,11,30.2,18,1029.7,10,12.6,22,28.9,36,26.1,0,0,0.238685689912972
"2129",7,11,42.1,25.4,1019.6,10,13.9,22,29.9,46,39,0,0,0.0393087534968576
"2130",6,11,37,30.9,1015.6,9.3,12.6,22,29.9,46,34,0.05,0,-1.54573789101125
"2131",4,11,39.9,28.6,1014.7,9.7,13.8,21,27,46,34,0.04,0,1.32528999338079
"2132",1,11,41.5,29.4,1027.1,10,14.2,22,29.9,46,34,0,0,-1.54573789101125
"2133",5,11,35,24.6,1030.7,10,8,15.9,17.1,48,21.9,0,0,-0.538884362109874
"2134",3,11,37.5,17,1024.6,10,11.7,20,25.1,48,30.9,0.25,0,1.3352588402016
"2135",7,11,37,20.6,1021.7,10,10.7,15.9,21,48,32,0.05,0,-0.698385911242765
"2136",5,11,39,26.7,1035,10,4.9,9.9,12.87,48,30.9,0,0,0.288529924017
"2137",2,11,41.7,24.7,1029.4,10,8.2,15,18.1,48,37,0,0,-1.01738900950855
"2138",7,11,37.1,19.7,1028.3,10,15.9,28,34,48,28,0,0,-0.867856307196462
"2139",3,11,43.5,30.4,1037.8,10,3.9,7,9.1,50,37.9,0,0,-0.887794000838074
"2140",1,11,47,42.3,996,5.5,14.4,27,36.9,50,41,0.13,1,-0.698385911242765
"2141",6,11,40.8,30.7,1016.1,10,6.9,9.9,12.87,50,33.1,0,0,-0.967544775404519
"2142",7,11,41.4,31.9,1023.6,10,11.5,17.1,24.1,50,19,0,0,-0.628603983497125
"2143",1,11,38.1,26,1027.1,10,5.6,15.9,22,50,23,0,0,-1.69527059332334
"2144",3,11,44.4,33.4,1026.6,10,11.3,19,26,50,23,0,0,2.67108431418957
"2145",5,11,42.8,27.4,1021.3,10,14.2,22,28.9,50,30,0,0,0.208779149450555
"2146",7,11,44.5,31.4,1015.5,10,12.1,20,26,50,41,0.03,0,-0.399320506618594
"2147",4,11,39.6,26.8,1038.6,10,4.3,8,10.4,50,28.9,0,0,1.17575729106871
"2148",3,11,48.2,46.3,1012,9.2,7,19,25.1,52,43,0,0,0.956442661010983
"2149",2,11,44.6,20.6,1012.6,10,18.9,25.1,35.9,52,37,0.66,0,0.258623383554583
"2150",2,11,43,28.8,1013.8,10,12.4,18.1,26,52,39,0,0,0.35831185176264
"2151",2,11,48.8,44.3,1026.7,10,9.2,15,19.5,52,46,0,0,0.996318048294206
"2152",1,11,30.5,9.2,1011.1,10,18.3,28,47,52,26.1,0.01,0,-1.04729554997097
"2153",4,11,38,21.5,1028.8,10,14.5,17.1,25.1,52,34,0,0,0.0791841407800805
"2154",3,11,46.1,39,1024.1,10,12.3,17.1,22.9,52,42.1,0.1,0,0.477938013612309
"2155",6,11,43.8,33.2,1009.4,9.9,15.6,22.9,35.9,54,42.1,0.55,0,2.14273543268686
"2156",2,11,46.7,41,1021,10,5,8.9,11.57,54,37.9,0,0,0.976380354652595
"2157",5,11,46.6,43.4,1015,8.9,10.1,22.9,28.9,54,39,0,0,2.11282889222445
"2158",6,11,49.3,42,1022.5,9.8,11,15.9,20,54,45,0,0,0.21874799627136
"2159",5,11,48.3,39.9,1022.1,10,8.7,17.1,20,54,43,0.1,0,1.02622458875662
"2160",7,11,50.1,47.2,1012.9,6.6,12.3,17.1,25.1,54,48,0,0,0.926536120548566
"2161",7,11,47.3,34.3,1010.4,9.6,9.9,18.1,27,54,39,0.08,0,-0.628603983497125
"2162",1,11,48.3,37.2,1019.5,10,8.8,17.1,22.23,54,32,0,0,-1.41614288234078
"2163",2,11,47.4,36.7,1026.2,9.6,18.8,25.1,31.1,54,43,0.35,0,0.996318048294206
"2164",6,11,46.2,41.9,1024.5,9.4,5.6,18.1,25.1,54,30.9,0,0,1.02622458875662
"2165",5,11,58.9,56.1,1026.9,10,10.4,15.9,20.67,64,55,0,0,1.46485384887207
"2166",6,11,60,57.8,1010.6,5.2,13.9,20,27,64,55,0.01,0,1.46485384887207
"2167",7,11,59.7,55.6,1008.9,5.4,19.2,32.1,38.1,64,54,0.46,0,0.56765763499956
"2168",6,11,47.1,32,1012.2,10,13.7,20,27,64,41,1.56,0,0.826847652340509
"2169",5,11,57.8,55.7,1015.6,7.1,11.4,20,28,64,37,0.01,0,0.467969166791503
"2170",4,11,57,49.3,1026.2,9.7,7.4,11.1,14.43,64,43,0,0,0.727159184132452
"2171",4,11,56.5,53.5,1012.9,6,5.2,11.1,14.43,68,45,0,1,-0.528915515289068
"2172",4,11,33.6,14.6,1018.3,10,14.4,19,25.1,39,30,0.02,0,0.338374158121029
"2173",7,11,30.9,16.8,1025.3,10,6.6,14,18.2,39,25,0,0,-2.04418023205154
"2174",3,11,37.7,21.4,1009,10,15.1,24.1,33,43,34,0,0,1.65426193846738
"2175",2,11,40.5,24.6,1010.3,10,15.4,21,35.9,45,37.9,0.18,0,1.48479154251369
"2176",6,11,40.5,30.5,1015.6,10,20.1,28.9,44.1,55,37.9,0.09,0,-1.73514598060656
"2177",5,11,47.2,41,1000.4,8.9,20.5,31.1,44.1,55,39,0.09,0,-2.24355716846765
"2178",2,11,42,26,1032,10,13.9,20,25.1,55,39,0,0,0.587595328641172
"2179",1,11,43.5,38.4,1001.3,6.3,32.8,39,55,55,37,1.15,0,-0.668479370780348
"2180",7,11,43.9,29.7,1012,10,13.9,20,32.1,55,37,0.03,0,-0.558822055751485
"2181",7,11,39.7,24.5,1026.2,10,18.4,28,35,55,34,0.03,0,-0.718323604884377
"2182",6,11,44.6,33.5,1016.1,10,12.3,21,28.9,55,32,0.05,0,1.24553921881435
"2183",6,11,50.9,44.1,1014.8,10,18,22.9,28.9,55,41,0,0,1.76391925349625
"2184",3,11,45.7,36.8,1015,8.5,16.5,22.9,28.9,55,32,0,0,0.477938013612309
"2185",6,11,48.1,43.4,1011.4,8.8,10.6,19,29.9,57,32,0.01,0,0.338374158121029
"2186",2,11,45.2,35.2,1010,8.5,17.4,25.1,34,57,39.9,1.68,0,1.04616228239823
"2187",5,11,48.6,43,1011.2,9.6,8.4,15,24.1,57,41,0,0,1.07606882286065
"2188",7,11,40.4,24.6,1012.4,10,13.9,21,32.1,57,36,0.22,0,-0.708354758063571
"2189",5,11,38.7,30.1,1015,10,11.1,22.9,35.9,57,34,0.28,0,-1.29651672049111
"2190",1,11,51.3,36.2,1017.2,10,14.2,21,28,57,37.9,0,0,-0.808043226271628
"2191",5,11,50.4,43.6,1028.9,10,11.8,18.1,23.53,57,30.9,0,0,1.97326503673317
"2192",4,11,47,43.6,1020.7,9.7,16.7,22.9,29.9,57,44.1,0.37,0,0.627470715924395
"2193",5,11,50.1,41.2,1044.2,10,10.8,14,18.2,57,28.9,0,0,-2.1538375470804
"2194",4,11,46.5,41.4,1030.4,10,3.7,8.9,11.57,57,36,0,0,0.35831185176264
"2195",3,11,47.2,38.2,1020.5,10,7.1,11.1,14.43,57,39,0,0,0.208779149450555
"2196",4,11,53.3,51.9,1009.8,5.2,20,32.1,42.9,59,46,0.15,0,1.42497846158885
"2197",6,11,52.6,48.4,1034.2,9.8,7.5,11.1,14.43,59,45,0,0,-1.18685940546224
"2198",5,11,52.5,49,1011.3,7.3,11.5,24.1,29.9,59,51.1,0.17,0,0.378249545404252
"2199",1,11,53.2,42.7,1014,10,9.1,17.1,24.1,59,37,0,0,-1.79495906153139
"2200",4,11,48,41.1,1018,6.7,11.9,32.1,46,59,44.1,0.01,0,1.42497846158885
"2201",4,11,54.4,49.5,1006.4,8,12.8,25.1,32.1,59,51.1,0.5,0,1.05613112921904
"2202",4,11,52.2,47.6,1019.8,9.8,14.6,20,26,59,46,0,0,1.01625574193582
"2203",5,11,43.2,34,1024.6,10,10.1,18.1,27,59,33.1,0,0,0.6374395627452
"2204",2,11,51.5,43.4,1019,10,7.7,14,18.2,59,37.9,0,0,-1.17689055864144
"2205",6,11,52.5,46.7,999,7.9,11.7,21,29.9,59,46,0.85,0,0.418124932687475
"2206",3,11,51,47.2,1020.7,9.5,8.2,12,15.6,59,39,0,1,-1.05726439679177
"2207",1,11,54.8,50.4,998.1,7.8,16.8,31.1,41,59,44.1,0,0,-0.259756651127314
"2208",2,11,48.2,42.2,1019.2,9.6,4,7,9.1,59,39,0,0,-0.389351659797788
"2209",5,11,49.4,40.5,1011.2,10,10.9,19,27,61,44.1,0,0,1.06609997603985
"2210",1,11,54.5,49.5,1026,10,10.8,19,22.9,61,46.9,0,0,-0.798074379450822
"2211",2,11,54.8,52.5,1014.5,4.5,15.5,27,34,61,46.9,0,0,1.22560152517274
"2212",3,11,56.8,56.2,1014.3,2.1,12.1,17.1,25.1,61,39,0.38,1,0.796941111878092
"2213",2,11,52.1,48.9,1014.6,6.5,9.5,24.1,35,61,45,0.09,0,0.667346103207618
"2214",4,11,50.6,39.9,1026.5,10,6.7,14,18.2,61,37.9,0,0,0.0791841407800805
