"","day","temp","visib","wdsp","fog","NUM_COLLISIONS"
"1560",1,74.2,8.1,9.9,1,-0.588728596213902
"1561",6,73.6,7.1,9.7,1,1.53463577661771
"1562",3,75.8,6.7,9.7,0,0.587595328641172
"1563",7,68.8,9,5.8,0,-0.309600885231342
"1564",6,76.9,9.6,6.4,0,1.07606882286065
"1565",5,76.2,7,10.2,0,1.36516538066402
"1566",4,67.5,6.5,7.3,1,-0.608666289855514
"1567",6,70.7,9.3,13.1,0,-0.199943570202479
"1568",5,71,6.3,9.5,0,-0.0703485615320052
"1569",4,67.1,8.2,6.5,1,0.557688788178755
"1570",5,66.2,9.6,9.7,0,0.188841455808943
"1571",5,67.8,8.8,6,1,0.507844554074726
"1572",1,69.4,9.5,11.8,0,-0.798074379450822
"1573",2,68.3,10,11.2,0,-0.778136685809211
"1574",6,68,9.2,7.9,0,0.308467617658612
"1575",2,68.2,9.3,9.2,0,-0.299632038410537
"1576",4,66.6,8.4,15.5,0,-0.269725497948119
"1577",5,67.8,10,6.7,0,-0.499008974826651
"1578",2,67.5,10,7.8,0,0.0692152939592748
"1579",3,67.2,10,7.8,0,-1.07720209043338
"1580",2,68.2,10,7.2,0,-0.798074379450822
"1581",7,69.4,7,10.9,0,-1.18685940546224
"1582",1,64,10,6.7,0,-1.39620518869916
"1583",3,66.9,9.7,8.4,0,0.0293399066760519
"1584",5,67.5,9.1,5.8,1,1.13588190378549
"1585",5,73.6,4.7,11.1,1,0.727159184132452
"1586",3,67.8,4.3,4,1,-0.219881263844091
"1587",4,71.1,6.8,6.5,1,0.00940221303444051
"1588",7,70.3,9.1,5.3,1,-0.967544775404519
"1589",7,71.8,4.4,9.4,1,0.0592464471384691
"1590",6,73.7,4.6,9.2,1,1.49476038933449
"1591",5,70,10,5.6,0,0.318436464479418
"1592",5,71.1,8.4,5.2,1,1.14585075060629
"1593",5,68,9.1,5.2,0,0.398187239045863
"1594",6,71.2,10,7.4,0,1.26547691245596
"1595",6,74.3,4.5,12.3,1,1.29538345291838
"1596",6,66.4,10,5.5,0,0.338374158121029
"1597",5,70.5,3.9,9.8,1,-0.209912417023285
"1598",6,73.4,9.7,10.1,0,1.56454231708013
"1599",4,70.3,7.1,6.5,1,-0.369413966156177
"1600",1,71.2,4.2,4,1,-1.17689055864144
"1601",2,67.7,6.1,4.3,1,0.0293399066760519
"1602",7,72.4,6.4,11.2,1,-1.03732670315016
"1603",1,69.5,10,7.5,0,-1.17689055864144
"1604",1,72.8,6.3,9.7,1,-0.608666289855514
"1605",6,72,9.4,7.2,0,-0.299632038410537
"1606",4,74.1,9.4,9.7,0,0.458000319970698
"1607",3,71.5,10,6.6,0,0.507844554074726
"1608",7,70.3,10,7,0,-0.598697443034708
"1609",2,73.3,3.5,6.3,1,-0.359445119335371
"1610",6,71.4,10,6.6,0,0.0991218344216919
"1611",1,75.3,4.6,9.9,1,-0.778136685809211
"1612",1,71,6.1,8.3,1,-0.359445119335371
"1613",1,72.6,10,8.5,0,-0.359445119335371
"1614",3,72.8,4.5,6.9,1,1.01625574193582
"1615",5,74.6,7.2,8.1,1,-0.120192795636034
"1616",7,70.3,10,6.3,0,-0.329538578872954
"1617",4,70.6,9.9,8.6,0,0.188841455808943
"1618",5,65.7,5.8,11.3,1,-0.269725497948119
"1619",2,71.2,10,9.3,0,-0.130161642456839
"1620",5,68.9,9.8,5.3,0,0.438062626329086
"1621",4,72.3,6.3,12.4,0,0.298498770837806
"1622",3,71.2,7.9,8.4,0,-1.29651672049111
"1623",4,70.2,10,7.2,0,0.0891529876008862
"1624",2,70.2,9.9,6.9,0,0.168903762167332
"1625",3,71,9.5,7,0,-0.568790902572291
"1626",6,73.7,8.9,10.4,0,0.458000319970698
"1627",5,71,6.8,8.8,1,0.188841455808943
"1628",7,71.8,5.6,12.2,1,0.388218392225058
"1629",7,71.2,10,10.5,0,-0.269725497948119
"1630",5,73.3,9.4,11.5,0,0.467969166791503
"1631",5,73.7,5.4,11.6,0,1.22560152517274
"1632",6,67.2,10,10.8,0,0.318436464479418
"1633",7,70.4,9.9,6.4,0,-0.608666289855514
"1634",1,73.3,9.9,7.9,0,-0.997451315866936
"1635",4,70.1,4.4,4.3,1,-0.369413966156177
"1636",7,69.7,10,11.8,0,-0.538884362109874
"1637",7,60.1,10,6.3,0,-0.887794000838074
"1638",2,64.3,10,13.7,0,-1.04729554997097
"1639",3,62,9.9,8.6,0,0.14896606852572
"1640",7,73.4,8.9,9.2,1,0.687283796849229
"1641",5,77.2,9.1,10.1,0,0.477938013612309
"1642",6,74.9,6.3,5.1,1,1.03619343557743
"1643",4,75.3,5.5,9.8,0,0.856754192802926
"1644",6,67.5,9,5.3,0,0.677314950028423
"1645",2,65.5,9.5,8.1,0,-1.36629864823675
"1646",6,69.9,10,13,0,0.238685689912972
"1647",7,64.3,8.8,6.5,0,-0.588728596213902
"1648",4,64.5,9.9,5.1,0,-0.907731694479685
"1649",3,63.9,8.8,4.1,1,-0.827980919913239
"1650",7,64.1,9.9,3.7,0,-0.289663191589731
"1651",4,67.4,10,7.7,0,0.876691886444537
"1652",2,67.9,9.8,7.8,0,-0.0404420210695881
"1653",1,69.1,9.4,9,0,-1.03732670315016
"1654",1,68.3,8.3,6.8,1,-1.22673479274547
"1655",6,66.6,7.8,7,1,-0.758198992167599
"1656",2,66.9,9.3,6.6,1,0.119059528063303
"1657",6,65.3,9.3,5,1,1.00628689511501
"1658",3,67.9,7.5,12,0,0.0193710598552462
"1659",4,69.2,7.5,8.6,1,0.607533022282783
"1660",5,64.2,10,4.6,0,1.1558195974271
"1661",3,65.2,7.8,11.3,0,0.318436464479418
"1662",3,67.8,4.6,3.4,1,-0.459133587543428
"1663",3,66.2,10,5.3,0,-0.558822055751485
"1664",6,66.6,8,8.8,0,0.129028374884109
"1665",7,75.9,5.4,9.2,1,0.14896606852572
"1666",2,72.5,9.8,9.5,0,0.737128030953258
"1667",4,70.6,8.1,7.2,1,-0.768167838988405
"1668",6,71.6,7.4,4.7,1,0.109090681242498
"1669",3,67.7,10,6.1,0,0.228716843092166
"1670",5,74.3,5.9,6,1,0.188841455808943
"1671",3,75.5,10,6.8,0,-0.249787804306508
"1672",7,73.9,5.9,9.4,1,-0.199943570202479
"1673",2,74.1,7.6,8,0,-0.0703485615320052
"1674",1,75.9,9,7.8,0,-0.489040128005845
"1675",3,74.5,8.8,8.8,1,0.238685689912972
"1676",2,74,9.1,8.9,0,1.05613112921904
"1677",5,74.9,3.6,9.2,1,1.09600651650226
"1678",7,67.3,10,3.2,0,-0.947607081762908
"1679",6,69.7,9.5,8.3,0,0.268592230375389
"1680",3,68.2,10,8.6,0,1.05613112921904
"1681",4,71.1,8.6,6.8,0,-0.618635136676319
"1682",2,69.1,7.7,6.2,1,0.178872608988138
"1683",6,67.1,10,4.7,0,0.816878805519703
"1684",7,71.3,9.8,10.7,0,-0.209912417023285
"1685",6,67.7,2.9,6.3,1,1.58448001072174
"1686",4,68.6,9.9,6.5,0,0.188841455808943
"1687",1,68.3,9.6,9,0,-0.867856307196462
"1688",2,68.1,10,12.2,0,-0.538884362109874
"1689",4,70.4,10,9.1,0,0.617501869103589
"1690",7,67.7,2.5,7.9,1,-0.259756651127314
"1691",1,70.9,7.8,7.3,0,-0.997451315866936
"1692",1,64.8,8.4,3.3,1,-1.56567558465286
"1693",7,68.3,10,12.3,0,-0.847918613554851
"1694",5,68.6,8.6,8.5,0,-0.389351659797788
"1695",1,68.8,10,9.4,0,-1.14698401817902
"1696",5,70,9.7,9.3,0,0.109090681242498
"1697",7,66.5,9,5.8,1,-0.469102434364234
"1698",1,69.4,9,8.3,0,-1.44604942280319
"1699",3,69.2,3.7,6.6,1,0.0692152939592748
"1700",4,68.1,4.8,8.1,1,-0.000566633786365205
"1701",7,69.3,7.2,10.9,0,-1.06723324361258
"1702",5,57.3,10,11.4,0,0.0592464471384691
"1703",2,57.4,10,10.1,0,-0.0504108678903938
"1704",6,58.1,10,11.5,0,-0.459133587543428
"1705",4,55.3,10,4.5,0,-0.598697443034708
"1706",7,56.3,9.8,8.3,0,-0.489040128005845
"1707",5,56.8,10,8,0,-0.827980919913239
"1708",7,62.1,7.4,20.3,0,-1.09713978407499
"1709",1,60,6.7,13.1,1,-0.808043226271628
"1710",5,63.9,3.4,29.6,0,-0.638572830317931
"1711",1,61.2,10,6.6,0,-1.22673479274547
"1712",1,62.2,10,9.6,0,-0.708354758063571
"1713",2,62.3,9.5,13.4,0,0.507844554074726
"1714",7,57,10,7.7,0,-0.0504108678903938
"1715",5,59.7,8.6,8.9,0,-1.07720209043338
"1716",4,56,9.9,11.3,0,0.0592464471384691
"1717",4,58.9,10,6.7,0,-0.329538578872954
"1718",2,67.9,8.2,12.3,1,0.627470715924395
"1719",1,61,9.7,4.7,1,-0.887794000838074
"1720",3,65.5,10,10.1,0,0.298498770837806
"1721",6,57.2,10,12.5,0,0.487906860433115
"1722",1,66.9,8.7,11.4,0,-1.1071086308958
"1723",2,63.6,10,7.9,0,1.35519653384321
"1724",6,68.6,9.5,12.6,0,1.65426193846738
"1725",3,62.8,10,6.2,0,0.0592464471384691
"1726",7,62.3,9.8,6.6,0,0.0492776003176634
"1727",3,59,10,9.3,0,-0.0703485615320052
"1728",5,64.7,9.9,8,0,0.458000319970698
"1729",2,63.9,9.8,4.5,0,0.0393087534968576
"1730",2,56.3,10,7.8,0,-1.6354575123985
"1731",6,63.5,8.8,7.7,0,1.03619343557743
"1732",3,63.3,6.7,7,0,-0.100255101994422
"1733",5,61.1,10,5,0,0.507844554074726
"1734",6,59.6,10,10.6,0,1.57451116390094
"1735",1,66.6,10,4.7,0,-0.947607081762908
"1736",7,63.6,9.9,7.8,1,-0.528915515289068
"1737",1,66.3,8.8,9.8,0,-0.140130489277645
"1738",1,62.6,10,10,0,-0.429227047081011
"1739",2,64.9,10,6.4,0,-1.71520828696495
"1740",2,68.5,8.1,12,0,0.398187239045863
"1741",3,68.1,6.9,14,0,1.07606882286065
"1742",3,68.6,7.8,11.1,0,0.288529924017
"1743",1,65.3,10,12.7,0,-1.32642326095352
"1744",7,67.7,9.9,8.8,0,-0.449164740722622
"1745",7,62.6,9.7,6,0,0.467969166791503
"1746",5,61.5,10,9.2,0,0.198810302629749
"1747",2,65.7,3.4,7.6,1,0.727159184132452
"1748",2,64.2,2.8,4.2,1,1.26547691245596
"1749",3,64.6,10,10.9,0,-0.0703485615320052
"1750",1,68.2,8.8,8.4,0,-1.20679709910386
"1751",2,65.9,9.2,6.7,0,-0.329538578872954
"1752",6,67.1,9.7,11.4,0,1.30535229973918
"1753",4,63.8,10,9.7,0,0.0492776003176634
"1754",4,66.2,10,11.3,0,0.188841455808943
"1755",2,64,7,23.8,0,-1.79495906153139
"1756",6,61.2,10,10.3,0,-0.140130489277645
"1757",1,65.3,3.7,9.6,1,-0.120192795636034
"1758",5,64.4,9.7,6.4,0,0.198810302629749
"1759",7,66.8,10,9.3,0,-0.578759749393096
"1760",4,70,5.3,6.4,1,0.21874799627136
"1761",2,71.5,6.8,9.3,0,-2.06411792569315
"1762",1,70.1,9,11,0,-1.21676594592466
"1763",6,70.1,7.9,6.4,1,1.60441770436335
"1764",5,67.7,9.5,9.7,0,0.288529924017
"1765",3,65.9,2.6,3.4,1,0.56765763499956
"1766",5,73.8,5.6,5.6,1,1.1657884442479
"1767",4,70.3,8.4,13.1,0,0.487906860433115
"1768",3,71.1,1.7,6.8,1,1.00628689511501
"1769",5,71.5,9.7,6.8,0,0.757065724594869
"1770",4,68.7,1.5,4.7,1,0.966411507831789
"1771",4,66.6,6.6,7.7,1,0.00940221303444051
"1772",5,69.4,4.9,9.3,1,1.40504076794724
"1773",7,70.4,6.6,5.2,1,0.557688788178755
"1774",5,68.5,6.3,9,1,1.17575729106871
"1775",7,72,6.9,10.7,1,-0.459133587543428
"1776",6,69.2,9.4,9.9,0,0.976380354652595
"1777",4,75.8,7.6,10.3,1,1.40504076794724
"1778",3,76.4,9.1,13.5,0,1.95332734309155
"1779",4,72.8,10,6.2,0,1.48479154251369
"1780",3,54.5,10,8.4,0,0.158934915346526
"1781",6,60.1,7.8,15.6,0,2.72092854829359
"1782",6,61.3,2.8,27.5,0,0.14896606852572
"1783",1,57.6,10,10.8,0,-0.269725497948119
"1784",2,57.5,10,3.6,0,0.109090681242498
"1785",3,63.5,10,10.4,0,-0.279694344768925
"1786",3,56.1,10,16.3,0,0.278561077196195
"1787",4,62.4,10,9.8,0,-0.977513622225325
"1788",6,65.4,9.5,11.3,0,1.40504076794724
"1789",7,63.8,10,8.2,0,-0.668479370780348
"1790",6,60.5,6.3,8.5,0,1.12591305696468
"1791",7,59.9,9.6,7.6,0,-0.409289353439399
"1792",2,62.4,10,7.4,0,-0.289663191589731
"1793",2,65.4,9.6,13.4,0,-0.668479370780348
"1794",4,66.5,7.8,11,0,-0.798074379450822
"1795",2,67.6,10,14.5,0,-0.199943570202479
"1796",1,59.4,10,7,0,-1.05726439679177
"1797",3,61.5,10,9.2,0,0.35831185176264
"1798",4,66.1,3.2,21.3,0,-0.160068182919257
"1799",4,61.9,9.8,4.6,0,0.587595328641172
"1800",7,63.1,10,7.5,0,0.0891529876008862
"1801",7,59.4,10,11.4,0,-0.419258200260205
"1802",5,69.4,9.9,5.2,0,1.27544575927677
"1803",3,74.6,9.4,8.3,0,0.268592230375389
"1804",4,74,8.1,9.7,1,-0.189974723381674
"1805",4,69.2,9.3,4.8,1,1.6841684789298
"1806",3,75.7,6.1,9.9,1,1.8636077217043
"1807",3,70,8.9,6.8,1,0.527782247716338
"1808",6,69.1,6.1,8.9,1,0.527782247716338
"1809",7,63.2,10,5.7,0,-1.00742016268774
"1810",1,70.6,9.3,11.1,0,-0.638572830317931
"1811",4,69.6,6,13.6,0,0.0891529876008862
"1812",5,70.2,5.3,11.4,0,0.956442661010983
"1813",5,67.1,7.9,13,1,1.90348310898753
"1814",2,65.6,7.9,5,1,0.737128030953258
"1815",6,62.7,10,10.6,0,0.816878805519703
"1816",4,67.5,9.5,8,0,1.38510307430563
"1817",2,65.4,9.6,7.4,0,0.208779149450555
"1818",4,70.5,4.1,15.5,0,0.348343004941835
"1819",4,69.4,6.9,14.7,0,1.55457347025933
"1820",5,66.3,8.5,13.2,0,0.727159184132452
"1821",2,63.6,10,7.8,0,-0.0105354806071709
"1822",6,70.6,6.8,12,1,0.438062626329086
"1823",2,71,7.6,8.1,0,0.806909958698897
"1824",7,66.6,10,6.9,0,-0.309600885231342
"1825",7,65,10,7.2,0,-0.698385911242765
"1826",5,67.4,5.1,9,1,1.28541460609757
"1827",1,68.2,8.8,8.2,0,0.0492776003176634
"1828",3,71.1,8.7,5.6,0,0.198810302629749
"1829",4,71,3.1,4,1,1.83370118124189
"1830",7,71.9,6.7,7,1,-0.0105354806071709
"1831",2,73,10,11.9,0,-1.13701517135822
"1832",5,67.2,10,3.7,0,0.607533022282783
"1833",1,63.8,10,6.9,0,-1.25664133320788
"1834",6,71.4,5.9,10.3,1,1.1558195974271
"1835",6,66.3,9.5,5.8,1,2.12279773904525
"1836",2,69.9,9.2,8.4,0,-0.658510523959542
"1837",3,70.8,10,10.1,0,-0.199943570202479
"1838",1,67,10,5,0,-0.708354758063571
"1839",5,66.1,6.3,8.4,1,1.18572613788951
"1840",6,71.1,10,8.7,0,0.717190337311646
"1841",2,63.9,10,17.3,0,0.248654536733778
"1842",5,72.6,9.4,9.8,0,2.22248620725331
"1843",1,70.7,7.5,8.9,1,-0.429227047081011
"1844",7,60.7,10,10.4,0,-1.1071086308958
"1845",5,63.7,9.1,11.3,0,0.597564175461978
"1846",6,60.6,10,6.9,0,1.1558195974271
"1847",2,57.5,10,10.4,0,0.617501869103589
"1848",4,56.1,10,5.8,0,-0.279694344768925
"1849",6,63.1,7.9,15.8,0,0.438062626329086
"1850",6,58.8,10,6.6,0,0.886660733265343
"1851",7,59.2,10,7.4,0,-0.518946668468262
"1852",1,54.9,10,7.8,0,-0.927669388121297
"1853",5,62.4,10,9.6,0,-0.628603983497125
"1854",1,61.1,9.7,9.9,0,-0.658510523959542
"1855",2,65.1,10,7.9,0,0.487906860433115
"1856",6,70.3,8.7,7.5,1,0.477938013612309
"1857",1,64.6,6.4,6.5,1,-0.837949766734045
"1858",1,71.3,6.4,11.9,1,-0.608666289855514
"1859",7,68.8,9.6,14.4,0,-0.369413966156177
"1860",1,59.8,10,3,0,-1.23670363956627
"1861",6,59.6,10,11.8,0,0.876691886444537
"1862",7,63.6,10,10.2,0,-0.140130489277645
"1863",3,64.1,10,8.9,0,1.79382579395866
"1864",6,62.6,9.5,6.2,0,0.318436464479418
"1865",3,65.5,3.3,14.5,1,0.617501869103589
"1866",1,66,10,10.5,0,-1.36629864823675
"1867",6,59.3,9.1,9.3,0,-0.0803174083528109
"1868",1,66.1,8.1,8.1,0,-0.837949766734045
"1869",2,55.2,10,5.3,0,0.238685689912972
"1870",3,60.5,8.7,14.4,0,1.1558195974271
"1871",7,62.6,2.1,17.2,1,0.318436464479418
"1872",5,60,9.3,17.8,0,0.248654536733778
"1873",4,69.9,6.8,10.9,0,-0.229850110664897
"1874",5,65.4,6.2,11.2,1,0.896629580086149
"1875",6,64.9,9.2,7.1,1,0.84678534598212
"1876",4,68.5,8.9,8.8,0,0.0492776003176634
"1877",4,68.3,10,10.2,0,0.248654536733778
"1878",6,67.9,6.7,6.3,1,2.27233044135734
"1879",7,64.5,10,9.1,0,-0.798074379450822
"1880",5,64.5,10,14.4,0,1.57451116390094
"1881",3,65.3,10,8.3,0,0.806909958698897
"1882",4,68.4,10,12.4,0,1.79382579395866
"1883",2,59.5,9.8,10.4,0,0.0592464471384691
"1884",3,61.2,10,6.5,0,0.138997221704915
"1885",3,65.4,7.1,11,0,0.597564175461978
"1886",7,58.7,10,5.3,0,-0.369413966156177
"1887",6,57.7,10,6.4,0,1.80379464077947
"1888",3,68.9,7.4,10,1,-0.548853208930679
"1889",7,66.8,4.6,2.8,1,0.238685689912972
"1890",3,69.9,7.9,15.2,0,0.268592230375389
"1891",7,63.5,9.9,6.2,0,0.00940221303444051
"1892",3,70.1,2,6.8,1,-0.479071281185039
"1893",5,67.4,10,10.4,0,-1.05726439679177
"1894",1,63.9,6.8,3.7,1,-0.0205043274279766
"1895",3,71,8.1,8.7,0,1.40504076794724
"1896",2,59.8,10,8.2,0,0.328405311300223
"1897",1,63.3,9.9,4.4,0,-0.867856307196462
"1898",1,64.7,4.8,3.4,1,-0.130161642456839
"1899",2,70.8,7,7.7,1,-1.67533289968172
"1900",7,67,9.9,6.5,0,-0.219881263844091
"1901",7,65.9,9.3,5.8,1,-0.0304731742487823
"1902",1,70.7,7.5,10.1,0,-1.18685940546224
"1903",2,66.8,9.7,6.7,0,-0.130161642456839
"1904",1,68,10,13.3,0,-0.987482469046131
"1905",3,69.3,8.5,7.8,0,-0.419258200260205
"1906",6,60.3,10,5.3,0,-0.738261298525988
"1907",7,60.7,10,12.7,0,0.129028374884109
"1908",5,69.3,7.8,5.9,1,1.44491615523046
"1909",4,63.1,5.7,11.3,0,0.378249545404252
"1910",2,42.8,10,12.6,0,0.677314950028423
"1911",6,39.8,10,8.7,0,1.47482269569288
"1912",2,48.3,8.2,12.5,0,0.557688788178755
"1913",2,43.3,10,11.7,0,0.507844554074726
"1914",5,46.5,9.8,8.2,0,2.31220582864056
"1915",6,48,10,9.2,0,0.477938013612309
"1916",4,45.9,10,6.8,0,0.467969166791503
"1917",6,54.1,10,12.1,0,1.59444885754255
"1918",7,59.4,6.8,5.7,1,-0.678448217601154
"1919",7,55.2,7.9,7.3,1,-0.738261298525988
"1920",2,58.6,10,17.1,0,-0.0205043274279766
"1921",1,56,10,8.1,0,-0.399320506618594
"1922",6,55,10,14.9,0,0.348343004941835
"1923",6,55.9,9.6,6,1,0.477938013612309
"1924",2,54.4,10,7.1,0,0.168903762167332
"1925",1,55.1,10,11.4,0,-0.967544775404519
"1926",6,54.3,7.6,15.7,0,0.697252643670035
"1927",2,55.7,10,6.9,0,0.398187239045863
"1928",4,57.8,8.4,7.9,0,-0.0404420210695881
"1929",1,60.4,9.6,12.3,0,0.138997221704915
"1930",5,59.5,8.7,10.7,0,0.398187239045863
"1931",1,53.7,10,21.3,0,-0.648541677138737
"1932",5,58.2,9.9,28,0,0.0891529876008862
"1933",2,60.2,9.7,7.6,0,-0.937638234942102
"1934",5,65,6.6,12,0,0.0293399066760519
"1935",7,62.7,9,7.5,0,-1.04729554997097
"1936",7,53.2,10,7.9,0,-0.219881263844091
"1937",2,62.3,8.8,13.8,0,0.418124932687475
"1938",6,62.3,8.8,11,0,0.806909958698897
"1939",7,59.2,9,13.1,0,0.49787570725392
"1940",7,58.8,10,7,0,-0.160068182919257
"1941",2,59.5,6.5,7.2,1,0.697252643670035
"1942",5,55.5,10,6.7,0,0.138997221704915
"1943",6,58.9,9.8,10.9,0,1.64429309164658
"1944",4,61.4,6.6,11.3,1,0.697252643670035
"1945",7,57.3,10,6.2,0,-1.2765790268495
"1946",1,56,10,10.7,0,-1.15695286499983
"1947",5,57.1,10,14.5,0,0.0393087534968576
"1948",5,57.1,10,10.4,0,0.836816499161315
"1949",6,62,10,11.3,0,2.23245505407411
"1950",1,63.3,1.4,7.1,1,-1.02735785632935
"1951",5,67.2,4.1,8.9,1,1.41500961476805
"1952",4,66.2,3.9,9.1,1,1.08603766968146
"1953",2,64.5,8.4,10,0,-0.140130489277645
"1954",6,63.1,5.2,14.8,0,2.30223698181975
"1955",7,61.3,9.6,4.2,0,-1.01738900950855
"1956",3,57.7,10,18.1,0,0.966411507831789
"1957",2,65.7,8.5,11.9,0,0.188841455808943
"1958",3,61.3,9.3,12.1,0,-0.758198992167599
"1959",3,61.5,8.7,12.2,0,-0.249787804306508
"1960",3,68.8,5.9,11,1,1.6841684789298
"1961",4,62.1,10,6.9,0,0.288529924017
"1962",3,46.7,10,5.9,0,0.318436464479418
"1963",2,54.1,8,24.8,0,-0.598697443034708
"1964",5,54.5,4.9,28.8,0,0.158934915346526
"1965",5,48.4,9.9,10.8,0,0.328405311300223
"1966",1,53.3,10,9.2,0,-1.25664133320788
"1967",4,48.8,10,13.2,0,1.19569498471032
"1968",7,51,8.8,15.8,0,0.14896606852572
"1969",6,49.2,10,13.7,0,1.87357656852511
"1970",7,50,5.7,16,0,1.57451116390094
"1971",3,51.5,9.9,8,0,0.816878805519703
"1972",6,51.8,7.7,18.6,0,1.98323388355397
"1973",1,49.3,10,3.9,0,-0.987482469046131
"1974",2,49,10,11.8,0,-0.0803174083528109
"1975",2,54.1,10,12,0,0.42809377950828
"1976",5,59.9,9.4,17.6,0,-0.409289353439399
"1977",6,51.3,10,7.9,0,0.687283796849229
"1978",4,53.8,9.3,13.2,0,0.896629580086149
"1979",3,49.1,10,14.1,0,-0.329538578872954
"1980",2,54.9,9.8,11.7,0,0.966411507831789
"1981",3,56.3,7.9,11.5,0,-0.369413966156177
"1982",1,56.8,6.9,13.4,0,-0.429227047081011
"1983",7,59.5,9,16.1,0,0.298498770837806
"1984",6,58.5,9.2,13.1,0,1.19569498471032
"1985",5,55.3,10,12.5,0,0.906598426906955
"1986",7,56.2,6.7,19.9,0,-0.967544775404519
"1987",7,48.9,10,5.7,0,-2.41302756442135
"1988",2,57.5,9.9,12.5,0,-0.259756651127314
"1989",6,57.4,9.4,14.6,0,1.08603766968146
"1990",4,55.6,10,13.3,0,0.996318048294206
"1991",4,62.4,7.1,13.2,0,-0.399320506618594
"1992",4,52.8,10,5.2,0,-1.00742016268774
"1993",7,51.5,10,9.4,0,-0.798074379450822
"1994",6,56.4,10,10.9,0,0.587595328641172
"1995",4,57.5,6.2,9.3,0,-0.508977821647457
"1996",3,53.9,10,6.3,0,0.158934915346526
"1997",1,55.5,10,7.9,0,-0.279694344768925
"1998",7,51.9,10,12.2,0,-0.419258200260205
"1999",5,59.4,7.9,6.1,0,-0.249787804306508
"2000",7,55.1,10,6.7,0,0.158934915346526
"2001",5,45.6,10,16.3,0,1.35519653384321
"2002",6,60.1,9.8,11.7,0,0.767034571415675
"2003",2,60.4,6.9,27.3,0,2.32217467546137
"2004",2,60.5,9.9,4.4,0,-1.08717093725419
"2005",5,59.8,10,8.2,0,0.667346103207618
"2006",4,59.3,10,12.4,0,1.11594421014387
"2007",5,63.2,3.5,17.6,1,1.67419963210899
"2008",4,61.9,8,9.8,0,-0.429227047081011
"2009",4,57,10,5.4,0,0.687283796849229
"2010",1,55.2,10,9.3,0,-0.957575928583714
"2011",2,58,10,9.3,0,1.39507192112643
"2012",6,59,10,8.9,0,-0.578759749393096
"2013",5,57.3,10,5.8,0,1.64429309164658
"2014",3,60.5,9.7,12.4,0,-0.758198992167599
"2015",5,56.1,9.4,8.9,0,0.268592230375389
"2016",7,52.7,10,8.2,0,-0.339507425693759
"2017",6,57.4,10,11.1,0,0.886660733265343
"2018",3,58.2,9.7,21.3,0,1.14585075060629
"2019",3,63.1,10,8.6,0,0.288529924017
"2020",5,60.5,8.8,9.7,1,0.667346103207618
"2021",4,65.2,9.4,12.3,1,0.398187239045863
"2022",7,61.3,3.5,12.2,1,0.298498770837806
"2023",6,63.2,7.9,9.7,0,0.487906860433115
"2024",2,62,10,5.4,0,-0.160068182919257
"2025",4,64.9,9.9,9.5,0,-0.239818957485702
"2026",6,64.6,6,12.9,1,2.51158276505667
"2027",3,62.1,10,8,0,0.168903762167332
"2028",6,64.9,7.4,7.6,1,0.49787570725392
"2029",7,58.7,8.5,7.7,1,0.338374158121029
"2030",6,55.6,6.9,2.7,1,1.54460462343852
"2031",4,62.7,9.9,8.7,0,1.20566383153113
"2032",5,60.8,9.7,12.6,0,-0.997451315866936
"2033",3,47.5,10,6.8,0,0.00940221303444051
"2034",1,52.8,10,8.9,0,-0.827980919913239
"2035",1,54.3,10,13.8,0,-0.867856307196462
"2036",7,49,10,13.7,0,0.268592230375389
"2037",7,55.5,7.9,22.1,0,-0.429227047081011
"2038",4,46.8,10,5.2,0,-0.409289353439399
"2039",2,50.7,10,10.3,0,0.208779149450555
"2040",4,65.1,4.9,17.1,0,0.487906860433115
"2041",5,60,9.6,5.7,0,1.17575729106871
"2042",1,64.4,8,8.6,0,-0.698385911242765
"2043",1,62.2,6.4,13.8,0,-1.18685940546224
"2044",5,63.7,8.4,15.8,0,0.577626481820366
"2045",3,57.1,8.6,15.5,0,0.886660733265343
"2046",3,64.3,8.7,14.7,0,0.856754192802926
"2047",3,63,10,11.5,0,0.208779149450555
"2048",2,60.7,8.8,10.5,0,-0.977513622225325
"2049",1,61.1,9.3,11,0,-0.419258200260205
"2050",4,57,6.1,12.8,0,1.08603766968146
"2051",3,57.7,9.3,10.5,0,0.0791841407800805
"2052",4,67.6,8.9,13.4,0,0.886660733265343
"2053",2,66.9,10,12.9,0,-0.239818957485702
"2054",6,62.8,9.3,5.2,1,0.587595328641172
"2055",1,65.8,9.2,12.8,0,-0.778136685809211
"2056",4,64.4,7.7,9.4,0,1.78385694713786
"2057",2,66.3,6.2,10.5,0,-0.528915515289068
"2058",4,65.6,6.4,11.2,0,0.767034571415675
"2059",3,64.7,9.5,6.6,0,0.138997221704915
"2060",5,60.4,9.1,10.5,1,0.627470715924395
"2061",7,63.8,3.9,5.7,1,-0.289663191589731
"2062",2,56,8.3,17.1,1,0.0791841407800805
"2063",3,59.4,10,10.5,0,0.318436464479418
"2064",2,57.1,9.1,9.8,0,0.926536120548566
"2065",1,57.6,9.6,6,0,-1.57564443147367
"2066",6,60.6,10,13.3,0,0.21874799627136
"2067",5,58.4,10,11.6,0,-0.399320506618594
"2068",5,62.5,5.4,13.1,0,0.168903762167332
"2069",1,59.6,9.6,11,0,-0.937638234942102
"2070",7,62,1.7,14,1,-0.180005876560868
